============================================ 
Aurexis Core GitHub Backup 
FINALIZED V1 Substrate Candidate (freeze/release polish) — 51 bridges 
Tue 04/14/2026  9:03:48.62 
============================================ 
Git repo found, updating... 
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/execution_semantics.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/execution_semantics_deeper.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/execution_state_propagation.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/execution_trace.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/file_ingestion_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/frame_accurate_transport_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/future_tech_ceiling.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate2_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_batch_comparison.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_batch_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_comparison_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_default_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_earned_promotion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_evidence_loop.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_gate_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_global_completion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_multi_route_completion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_packaged_default_state.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_release_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_route_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_saved_run_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate3_saved_seed.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate4_mobile_demo_kickoff.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate4_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/gate5_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/hardware_calibration_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/hypervector_binding_bundling_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/illegal_inference_matrix.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/image_primitive_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/intake_to_delta_replay_harness_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/ir.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/ir_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/ir_optimizer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/learned_candidate_model.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/live_camera_feed.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/local_section_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/mobile_demo_target.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/moment_invariant_identity_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/multi_artifact_layout_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/multi_frame_consistency.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/orientation_normalization_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/overlap_detection_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/parser_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/parser_scope_control.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/parser_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/parser_syntax_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/perception_benchmark.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/perception_dataset_export.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/perception_dataset_prep.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/perception_inference.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/perspective_normalization_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/phoxel_runtime_status.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/phoxel_schema.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/print_scan_stability_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/program_graph.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/program_serializer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/raster_law_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/real_capture_ingest_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/real_capture_intake_preflight_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/real_evidence_capture.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_collection_global_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_page_sequence_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_page_sequence_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_page_sequence_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_sequence_collection_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_sequence_collection_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_sequence_collection_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_set_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/recovered_set_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/relation_legality.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/replay_outcome_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/robust_cv_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/robust_cv_perception.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/rolling_shutter_temporal_transport_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_control.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_obedience.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_semantics_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_semantics_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/runtime_syntax_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/segmentation_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/self_hosting_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/sheaf_style_composition_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/simulated_camera.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/substrate_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_global_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_law_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_payload_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_payload_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_payload_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/temporal_transport_dispatch_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/terminology.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/token_kinds.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/training_loop_scaffold.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/type_system_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/unified_capability_manifest_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/unified_substrate_entrypoint_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/v1_substrate_release_audit_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/view_dependent_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/view_dependent_marker_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/view_facet_recovery_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_executor_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_grammar_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_grammar_v1_fixtures.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_grammar_v1_heuristic_remainder.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_parse_rules_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_parse_rules_v1_fixtures.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_parser_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_program_executor_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/visual_tokenizer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/vsa_cleanup_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/src/aurexis_lang/vsa_consistency_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/__init__.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/conftest.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_calibration_recommendation_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_capture_session_manifest_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_cleanup_retrieval_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_cross_branch_compatibility_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_evidence_delta_analysis_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_hypervector_binding_bundling_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_intake_to_delta_replay_harness_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_moment_invariant_identity_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_real_capture_ingest_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_real_capture_intake_preflight_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_replay_outcome_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_unified_capability_manifest_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_unified_substrate_entrypoint_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_v1_substrate_release_audit_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_view_dependent_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_view_dependent_marker_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_view_facet_recovery_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_vsa_cleanup_profile_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/aurexis_lang/tests/test_vsa_consistency_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/__init__.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/advanced_cv_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/ambiguity.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/branch_state_execution.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/camera_bridge.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/camera_bridge_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/camera_primitive_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/confidence_parser.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/control_flow_state_machine.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/control_resolution.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/core_law_enforcer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/cross_device_validator.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/cv_primitive_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/cv_segmentation_quality.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/cv_segmentation_upgrade.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/demo_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/enhanced_cv_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/evaluation_loop_scaffold.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/evidence_batch_processor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/evidence_tiers.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/executable_promotion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_interpretation.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_resolution.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_semantics.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_semantics_deeper.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_state_propagation.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/execution_trace.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/file_ingestion_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/future_tech_ceiling.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate2_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_batch_comparison.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_batch_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_comparison_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_default_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_earned_promotion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_evidence_loop.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_gate_completion_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_global_completion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_multi_route_completion.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_packaged_default_state.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_release_pipeline.py', LF will be replaced by CRLF the next time Git touches it
